Nov 03 00:37:20.798 VTTY: Console port: waiting connection on tcp port 5000 for protocol IPv6 (FD 11)
Nov 03 00:37:20.798 VTTY: Console port: waiting connection on tcp port 5000 for protocol IPv4 (FD 12)
Nov 03 00:37:20.799 slot0: C/H/S settings = 0/4/32
Nov 03 00:37:20.799 slot1: C/H/S settings = 0/4/32
Nov 03 00:37:21.006 C3745_BOOT: starting instance (CPU0 PC=0xffffffffbfc00000,idle_pc=0x60a80f7c,JIT on)
Nov 03 00:37:21.006 CPU0: CPU_STATE: Starting CPU (old state=2)...
Nov 03 00:37:21.199 ROM: Microcode has started.
Nov 03 00:37:21.201 ROM: trying to read bootvar 'WARM_REBOOT'
Nov 03 00:37:21.202 CPU0: IO_FPGA: write to unknown addr 0x30, value=0x0, pc=0xffffffff80a76f68 (size=1)
Nov 03 00:37:21.202 CPU0: IO_FPGA: read from unknown addr 0x30, pc=0xffffffff80a76f7c (size=1)
Nov 03 00:37:21.230 CPU0: IO_FPGA: read from unknown addr 0x6, pc=0x6023fca4 (size=2)
Nov 03 00:37:21.230 CPU0: IO_FPGA: read from unknown addr 0x10000a, pc=0x602475a0 (size=2)
Nov 03 00:37:21.230 CPU0: IO_FPGA: write to unknown addr 0x10000a, value=0x0, pc=0x602475b0 (size=2)
Nov 03 00:37:21.230 ROM: unhandled syscall 0x00000047 at pc=0x60a786fc (a1=0x80007db4,a2=0x00000010,a3=0xbfb00000)
Nov 03 00:37:21.412 ROM: trying to read bootvar 'RANDOM_NUM'
Nov 03 00:37:21.422 CPU0: IO_FPGA: write to unknown addr 0x2e, value=0x20, pc=0x60254a54 (size=2)
Nov 03 00:37:22.628 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x60667ea4, value=0x00000000 (size=1)
Nov 03 00:37:22.628 CPU0: MTS: read  access to undefined address 0x3c080002 at pc=0x60668034 (size=1)
Nov 03 00:37:22.628 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x6066803c, value=0x00000002 (size=1)
Nov 03 00:37:22.628 CPU0: MTS: read  access to undefined address 0x3c080005 at pc=0x60668090 (size=1)
Nov 03 00:37:22.628 CPU0: MTS: write access to undefined address 0x3c080005 at pc=0x60668098, value=0x00000001 (size=1)
Nov 03 00:37:22.628 CPU0: MTS: read  access to undefined address 0x3c080005 at pc=0x606680ac (size=1)
Nov 03 00:37:22.628 CPU0: MTS: write access to undefined address 0x3c080005 at pc=0x606680b4, value=0x00000000 (size=1)
Nov 03 00:37:22.628 CPU0: MTS: read  access to undefined address 0x3c080002 at pc=0x60667dd4 (size=1)
Nov 03 00:37:22.628 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x60667ddc, value=0x00000000 (size=1)
Nov 03 00:37:22.628 CPU0: MTS: read  access to undefined address 0x3c080002 at pc=0x60667e30 (size=1)
Nov 03 00:37:22.628 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x60667e38, value=0x00000000 (size=1)
Nov 03 00:37:22.628 CPU0: MTS: read  access to undefined address 0x3c080002 at pc=0x60667e4c (size=1)
Nov 03 00:37:22.628 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x60667ea4, value=0x00000001 (size=1)
Nov 03 00:37:22.629 NM-1FE-TX(1): fetching init block at address 0x0f818920
Nov 03 00:37:22.629 NM-1FE-TX(1): rx_ring = 0x0f818980 (64), tx_ring = 0x0f818dc0 (128)
Nov 03 00:37:22.629 NM-1FE-TX(1): CSR0 = 0x0101
Nov 03 00:37:22.712 CPU0: JIT: flushing data structures (compiled pages=1027)
Nov 03 00:37:22.792 CPU0: JIT: partial JIT flush (count=903)
Nov 03 00:37:22.913 ROM: trying to read bootvar 'PMDEBUG'
Nov 03 00:37:22.915 ROM: trying to read bootvar 'MONDEBUG'
Nov 03 00:37:23.011 CPU0: JIT: flushing data structures (compiled pages=1045)
Nov 03 00:37:23.031 ROM: unhandled syscall 0x0000001a at pc=0x60a786fc (a1=0x65067d24,a2=0x00000001,a3=0x00000023)
Nov 03 00:37:23.031 ROM: unhandled syscall 0x00000009 at pc=0x60a786fc (a1=0x65067d24,a2=0x00000001,a3=0x00000023)
Nov 03 00:37:23.106 CPU0: MTS: read  access to undefined address 0x3c080001 at pc=0x60667e6c (size=1)
Nov 03 00:37:23.107 CPU0: MTS: write access to undefined address 0x3c080001 at pc=0x60667ea4, value=0x00000000 (size=1)
Nov 03 00:37:23.107 CPU0: MTS: read  access to undefined address 0x3c080025 at pc=0x60641cfc (size=1)
Nov 03 00:37:23.107 CPU0: MTS: write access to undefined address 0x3c080025 at pc=0x60641d08, value=0x00000000 (size=1)
Nov 03 00:37:23.107 CPU0: MTS: read  access to undefined address 0x3c080026 at pc=0x60642030 (size=1)
Nov 03 00:37:23.107 CPU0: MTS: write access to undefined address 0x3c080026 at pc=0x6064203c, value=0x00000000 (size=1)
Nov 03 00:37:23.107 CPU0: MTS: read  access to undefined address 0x3c08001f at pc=0x60642244 (size=1)
Nov 03 00:37:23.107 CPU0: MTS: write access to undefined address 0x3c08001f at pc=0x60642194, value=0x00000010 (size=1)
Nov 03 00:37:23.107 CPU0: MTS: read  access to undefined address 0x3c080001 at pc=0x60668018 (size=1)
Nov 03 00:37:23.107 CPU0: MTS: write access to undefined address 0x3c080001 at pc=0x6066803c, value=0x00000008 (size=1)
Nov 03 00:37:23.107 CPU0: MTS: read  access to undefined address 0x3c080004 at pc=0x6066805c (size=1)
Nov 03 00:37:23.107 CPU0: MTS: write access to undefined address 0x3c080004 at pc=0x60668064, value=0x00000002 (size=1)
Nov 03 00:37:23.107 CPU0: MTS: read  access to undefined address 0x3c080004 at pc=0x60668078 (size=1)
Nov 03 00:37:23.107 CPU0: MTS: write access to undefined address 0x3c080004 at pc=0x606680b4, value=0x00000000 (size=1)
Nov 03 00:37:23.107 CPU0: MTS: read  access to undefined address 0x3c080025 at pc=0x60641cfc (size=1)
Nov 03 00:37:23.107 CPU0: MTS: write access to undefined address 0x3c080025 at pc=0x60641d08, value=0x00000000 (size=1)
Nov 03 00:37:23.107 CPU0: MTS: read  access to undefined address 0x3c080026 at pc=0x60641e0c (size=1)
Nov 03 00:37:23.107 CPU0: MTS: write access to undefined address 0x3c080026 at pc=0x6064203c, value=0x00000002 (size=1)
Nov 03 00:37:23.107 CPU0: MTS: read  access to undefined address 0x3c08001f at pc=0x60642188 (size=1)
Nov 03 00:37:23.107 CPU0: MTS: write access to undefined address 0x3c08001f at pc=0x60642194, value=0x00000000 (size=1)
Nov 03 00:37:23.107 CPU0: MTS: read  access to undefined address 0x3c080001 at pc=0x60667dd4 (size=1)
Nov 03 00:37:23.107 CPU0: MTS: write access to undefined address 0x3c080001 at pc=0x60667ddc, value=0x00000000 (size=1)
Nov 03 00:37:23.107 CPU0: MTS: read  access to undefined address 0x3c080001 at pc=0x60667dfc (size=1)
Nov 03 00:37:23.107 CPU0: MTS: write access to undefined address 0x3c080001 at pc=0x60667e04, value=0x00000000 (size=1)
Nov 03 00:37:23.107 CPU0: MTS: read  access to undefined address 0x3c080001 at pc=0x60667e18 (size=1)
Nov 03 00:37:23.107 CPU0: MTS: write access to undefined address 0x3c080001 at pc=0x60667ea4, value=0x00000004 (size=1)
Nov 03 00:37:23.107 CPU0: MTS: read  access to undefined address 0x3c08001f at pc=0x60641b98 (size=1)
Nov 03 00:37:23.110 CPU0: JIT: partial JIT flush (count=877)
Nov 03 00:37:23.113 CPU0: MTS: read  access to undefined address 0x3c080001 at pc=0x60667e6c (size=1)
Nov 03 00:37:23.113 CPU0: MTS: write access to undefined address 0x3c080001 at pc=0x60667ea4, value=0x00000000 (size=1)
Nov 03 00:37:23.113 CPU0: MTS: read  access to undefined address 0x3c080025 at pc=0x60641cfc (size=1)
Nov 03 00:37:23.113 CPU0: MTS: write access to undefined address 0x3c080025 at pc=0x60641d08, value=0x00000000 (size=1)
Nov 03 00:37:23.113 CPU0: MTS: read  access to undefined address 0x3c080026 at pc=0x60642030 (size=1)
Nov 03 00:37:23.113 CPU0: MTS: write access to undefined address 0x3c080026 at pc=0x6064203c, value=0x00000000 (size=1)
Nov 03 00:37:23.113 CPU0: MTS: read  access to undefined address 0x3c08001f at pc=0x60642244 (size=1)
Nov 03 00:37:23.113 CPU0: MTS: write access to undefined address 0x3c08001f at pc=0x60642194, value=0x00000010 (size=1)
Nov 03 00:37:23.135 CPU0: MTS: read  access to undefined address 0x3c080002 at pc=0x60667e6c (size=1)
Nov 03 00:37:23.135 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x60667ea4, value=0x00000000 (size=1)
Nov 03 00:37:23.135 CPU0: MTS: read  access to undefined address 0x3c080002 at pc=0x60668018 (size=1)
Nov 03 00:37:23.135 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x6066803c, value=0x00000008 (size=1)
Nov 03 00:37:23.135 CPU0: MTS: read  access to undefined address 0x3c080005 at pc=0x6066805c (size=1)
Nov 03 00:37:23.135 CPU0: MTS: write access to undefined address 0x3c080005 at pc=0x60668064, value=0x00000002 (size=1)
Nov 03 00:37:23.135 CPU0: MTS: read  access to undefined address 0x3c080005 at pc=0x60668078 (size=1)
Nov 03 00:37:23.135 CPU0: MTS: write access to undefined address 0x3c080005 at pc=0x606680b4, value=0x00000000 (size=1)
Nov 03 00:37:23.135 CPU0: MTS: read  access to undefined address 0x3c080002 at pc=0x60667dd4 (size=1)
Nov 03 00:37:23.135 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x60667ddc, value=0x00000000 (size=1)
Nov 03 00:37:23.135 CPU0: MTS: read  access to undefined address 0x3c080002 at pc=0x60667dfc (size=1)
Nov 03 00:37:23.135 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x60667e04, value=0x00000000 (size=1)
Nov 03 00:37:23.135 CPU0: MTS: read  access to undefined address 0x3c080002 at pc=0x60667e18 (size=1)
Nov 03 00:37:23.135 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x60667ea4, value=0x00000004 (size=1)
Nov 03 00:37:23.136 CPU0: MTS: read  access to undefined address 0x3c080002 at pc=0x60667e6c (size=1)
Nov 03 00:37:23.136 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x60667ea4, value=0x00000000 (size=1)
Nov 03 00:37:23.137 CPU0: MTS: read  access to undefined address 0x3c080002 at pc=0x60667e80 (size=1)
Nov 03 00:37:23.137 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x60667ea4, value=0x00000000 (size=1)
Nov 03 00:37:23.137 CPU0: MTS: read  access to undefined address 0x3c080002 at pc=0x60668034 (size=1)
Nov 03 00:37:23.137 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x6066803c, value=0x00000002 (size=1)
Nov 03 00:37:23.137 CPU0: MTS: read  access to undefined address 0x3c080005 at pc=0x60668090 (size=1)
Nov 03 00:37:23.137 CPU0: MTS: write access to undefined address 0x3c080005 at pc=0x60668098, value=0x00000001 (size=1)
Nov 03 00:37:23.137 CPU0: MTS: read  access to undefined address 0x3c080005 at pc=0x606680ac (size=1)
Nov 03 00:37:23.137 CPU0: MTS: write access to undefined address 0x3c080005 at pc=0x606680b4, value=0x00000000 (size=1)
Nov 03 00:37:23.137 CPU0: MTS: read  access to undefined address 0x3c080002 at pc=0x60667dd4 (size=1)
Nov 03 00:37:23.137 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x60667ddc, value=0x00000000 (size=1)
Nov 03 00:37:23.137 CPU0: MTS: read  access to undefined address 0x3c080002 at pc=0x60667e30 (size=1)
Nov 03 00:37:23.137 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x60667e38, value=0x00000000 (size=1)
Nov 03 00:37:23.137 CPU0: MTS: read  access to undefined address 0x3c080002 at pc=0x60667e4c (size=1)
Nov 03 00:37:23.137 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x60667ea4, value=0x00000001 (size=1)
Nov 03 00:37:23.137 CPU0: MTS: read  access to undefined address 0x3c080002 at pc=0x60667e80 (size=1)
Nov 03 00:37:23.137 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x60667ea4, value=0x00000000 (size=1)
Nov 03 00:37:23.140 NM-1FE-TX(1): fetching init block at address 0x0f818920
Nov 03 00:37:23.140 NM-1FE-TX(1): rx_ring = 0x0f818980 (64), tx_ring = 0x0f818dc0 (128)
Nov 03 00:37:23.140 NM-1FE-TX(1): CSR0 = 0x0101
Nov 03 00:37:23.144 NM-4T(2): channel 0 disabled
Nov 03 00:37:23.146 NM-4T(2): channel 1 disabled
Nov 03 00:37:23.147 NM-4T(2): channel 2 disabled
Nov 03 00:37:23.147 NM-4T(2): channel 3 disabled
Nov 03 00:37:23.185 CPU0: IO_FPGA: read from unknown addr 0x16, pc=0x607e5fa8 (size=2)
Nov 03 00:37:23.185 CPU0: IO_FPGA: write to unknown addr 0x16, value=0x1, pc=0x607e5fb0 (size=2)
Nov 03 00:37:23.190 ROM: trying to read bootvar 'ROM_PERSISTENT_UTC'
Nov 03 00:37:23.263 CPU0: JIT: flushing data structures (compiled pages=1108)
Nov 03 00:37:23.286 ROM: trying to set bootvar 'BSI=0'
Nov 03 00:37:23.286 ROM: trying to read bootvar 'RET_2_RCALTS'
Nov 03 00:37:23.286 ROM: trying to set bootvar 'RET_2_RCALTS='
Nov 03 00:37:23.292 ROM: trying to read bootvar 'RANDOM_NUM'
Nov 03 00:37:23.541 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:37:24.114 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:37:24.717 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:37:24.963 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:37:25.240 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:37:25.570 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:37:26.174 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:37:26.702 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:37:27.033 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:37:27.578 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:37:28.181 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:37:28.754 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:37:29.238 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:37:29.841 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:37:30.444 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:37:31.047 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:37:31.620 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:37:32.223 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:37:32.826 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:37:33.430 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:37:33.786 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:37:34.189 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:37:34.592 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:37:35.015 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:37:35.378 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:37:35.781 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:37:36.185 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:37:36.608 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:37:37.032 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:37:37.438 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:37:37.843 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:37:38.228 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:37:38.754 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:37:39.102 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:37:39.506 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:37:39.892 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:37:40.369 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:37:40.622 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:37:41.027 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:37:41.413 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:37:41.887 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:37:42.261 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:37:42.787 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:37:43.362 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:37:43.906 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:37:44.510 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:37:45.144 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:37:45.748 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:37:46.321 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:37:46.924 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:37:47.527 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:37:48.130 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:37:48.733 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:37:49.306 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:37:49.910 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:37:50.513 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:37:51.116 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:37:51.689 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:37:52.292 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:37:52.895 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:37:53.498 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:37:54.071 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:37:54.674 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:37:55.277 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:37:55.671 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:37:56.274 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:37:56.802 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:37:57.405 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:37:58.009 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:37:58.558 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:37:59.092 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:37:59.607 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:38:00.067 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:38:00.637 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:38:01.240 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:38:01.788 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:38:02.345 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:38:02.818 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:38:03.397 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:38:04.001 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:38:04.574 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:38:05.177 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:38:05.780 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:38:06.382 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:38:06.926 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:38:07.529 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:38:08.132 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:38:08.583 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:38:08.674 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:38:08.946 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:38:09.549 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:38:10.153 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:38:10.725 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:38:11.328 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:38:11.931 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:38:12.534 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:38:13.137 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:38:13.710 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:38:14.313 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:38:14.915 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:38:15.519 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:38:16.092 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:38:16.652 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:38:17.256 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:38:17.771 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:38:18.345 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:38:18.978 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:38:19.552 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:38:20.156 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:38:20.760 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:38:21.363 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:38:21.890 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:38:22.493 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:38:23.060 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:38:23.663 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:38:24.236 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:38:24.795 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:38:25.288 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:38:25.891 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:38:26.463 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:38:27.066 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:38:27.519 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:38:27.972 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:38:28.394 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:38:28.817 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:38:29.419 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Nov 03 00:38:30.023 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
